Kode Indikator,Nama Indikator,Parent/ Child,Definisi,Rumus Perhitungan,Klasifikasi,Satuan,Indikator RPJPN,Indikator RPJMN,Indikator SDGs,Indikator SIPD,Tagging RAD,Has Child?
04.03.045,Proporsi perempuan pernah kawin umur 15-49 tahun yang saat melahirkan anak lahir hidup pertama berumur kurang dari 20 tahun,Parent,Perbandingan antara banyaknya perempuan pernah kawin umur 15-49 tahun yang saat melahirkan anak lahir hidup pertama berumur kurang dari 20 tahun dengan jumlah perempuan pernah kawin umur 15-49 tahun yang pernah melahirkan anak lahir hidup.,MHPK20 = a/b keterangan: a: jumlah perempuan pernah kawin umur 15-49 tahun yang saat melahirkan anak lahir hidup pertama berumur kurang dari 20 tahun b: jumlah perempuan pernah kawin umur 15-49 tahun yang pernah melahirkan anak lahir hidup,"Wilayah Administrasi: Nasional, Provinsi, Kabupaten/Kota",persen,,04.19.01.01.01 - Proporsi perempuan pernah kawin umur 15-49 tahun yang saat melahirkan anak lahir hidup pertama berumur kurang dari 20 tahun,,,PEMBERDAYAAN PEREMPUAN,No
04.03.046,Proporsi rumah tangga yang memiliki anak umur 1-17 tahun yang mengalami hukuman fisik dan/atau agresi psikologis dari pengasuh dalam setahun terakhir,Parent,"Konsep Dan Definisi:Indikator ini diukur dalam konteks rumah tangga, yaitu menanyakan mengenai anak yang tinggal di suatu rumah tangga. Definisi mengenai anak maupun konteks rumah tangga serta definisi kekerasan fisik dan psikis selaras dengan Undang-Undang No. 35 Tahun 2014 tentang Perubahan Atas Undang-Undang No. 23 Tahun 2002 Tentang Perlindungan Anak dan Undang-Undang No. 23 Tahun 2004 tentang Penghapusan Kekerasan dalam Rumah Tangga, juga sesuai dengan definisi kekerasan dalam Pandangan Umum (General Comment) Komite Hak Anak No. 13 tentang Hak Anak untuk Bebas dari Kekerasan. Anak adalah seseorang yang belum berusia 18 (delapan belas) tahun, termasuk anak yang masih dalam kandungan. Pada indikator ini, umur anak yakni 1-17 tahun. Anak yang dimaksud yakni anak kandung, anak tiri maupun anak angkat/anak adopsi, yang tinggal di rumah tangga maupun tinggal di luar rumah tangga. Yang dimaksud sebagai pengasuh adalah orang dewasa yang tinggal di rumahtangga tersebut, termasuk ayah dan ibu, paman atau bibi, kakek atau nenek, maupun orang dewasa lain yang tinggal di rumah dan terlibat mengasuh anak seperti asisten rumah tangga. Keluarga adalah unit terkecil dalam masyarakat yang terdiri dari suami istri, atau suami istri dan anaknya, atau ayah dan anaknya, atau ibu dan anaknya, atau keluarga sedarah dalam garis lurus ke atas atau ke bawah sampai dengan derajat ketiga. Orang tua adalah ayah dan/atau ibu kandung, atau ayah dan/atau ibu tiri, atau ayah dan/atau ibu angkat. Wali adalah orang atau badan yang dalam kenyataannya menjalankan kekuasaan asuh sebagai orang tua terhadap anak Indikator ini mengukur proporsi anak mulai dari umur 1 (satu) tahun sampai kurang dari 18 (delapan belas) tahun yang mengalami hukuman fisik dan/atau agresi psikologis dari pengasuh. Mengacu pada Survei Klaster Multi Indikator atau Multi- Indicator Cluster Survey (MICS) yang juga telah diadopsi ke Modul Ketahanan Sosial (HANSOS) dari Survei Sosial Ekonomi Nasional (SUSENAS), hukuman fisik atau hukuman badan mengacu pada suatu tindakan yang dimaksudkan untuk menyebabkan rasa sakit atau ketidaknyamanan secara fisik, tetapi tidak diniatkan untuk membuat anak cedera. Hukuman fisik meliputi mendorong/mengguncang badannya, mencubit, menjewer, menampar, memukul, menjambak, menendang, dan sebagainya. Mendorong/ mengguncang badan adalah menggoyang bagian belakang badan anak lebih dari sekali, dalam hal ini termasuk menyuruh anak berdiri. Menampar, memukul, menjambak, atau menendang termasuk memukul dengan tangan atau dengan benda/alat lain. Agresi psikologis meliputi memanggilnya bodoh, pemalas, tidak sayang lagi, tidak berguna atau sebutan lain yang sejenis. Beberapa orang tua menggunakan makian secara lisan seperti ini saat mendidik anak untuk tidak melakukan perilaku buruk. Selain itu, yang termasuk ke dalam agresi psikologis adalah membentak atau menakuti anak. Hukuman disiplin secara fisik dan agresi psikologis cenderung tumpang tindih dan sering terjadi bersama- sama.",Jumlah rumah tangga yang memiliki anak umur 1-17 tahun yang mengalami hukuman fisik dan/atau agresi psikologis dibagi dengan jumlah rumah tangga yang memiliki anak umur 1-17 tahun dikalikan 100%.Rumus: Keterangan:P RTAH : Proporsi rumah tangga yang memiliki anak umur 1-17 tahun yang mengalami hukuman fisik dan/atau agresi psikologis dari pengasuh dalam setahun terakhirJRTAH : Jumlah rumah tangga yang memiliki anak umur 1-17 tahun yang mengalami hukuman fisik dan/atau agresi psikologisJRT : Jumlah rumah tangga yang memiliki anak umur 1-17 tahun,"Wilayah Administrasi: Nasional, Provinsi; Klasifikasi Wilayah: Perdesaan, Perkotaan",persen,,,16.2.1.(a) - Proporsi rumah tangga yang memiliki anak umur 1-17 tahun yang mengalami hukuman fisik dan/atau agresi psikologis dari pengasuh dalam setahun terakhir.,000300 - Proporsi rumah tangga yang memiliki anak umur 1-17 tahun yang mengalami hukuman fisik dan/atau agresi psikologis dari pengasuh dalam setahun terakhir.,PEMBERDAYAAN PEREMPUAN,No
04.03.047,Rasio kekerasan terhadap anak per 10.000 anak,Parent,"Rasio Kekerasan terhadap Anak per 10.000 Anak adalah perbandingan antara jumlah kasus kekerasan terhadap anak yang dilaporkan atau tercatat dengan jumlah total anak dalam populasi, dinyatakan dalam satuan per 10.000 anak. Ini mengukur tingkat kejadian kekerasan terhadap anak dan mempermudah perbandingan antar wilayah atau periode waktu yang berbeda.",,"Wilayah Administrasi: Provinsi, Kabupaten/Kota",persen,,,,000383 - Rasio kekerasan terhadap anak per 10.000 anak,PEMBERDAYAAN PEREMPUAN,No
04.03.048,"Rasio kekerasan terhadap perempuan, termasuk TPPO (per 100.00 penduduk perempuan)",Parent,"Rasio Kekerasan terhadap Perempuan, termasuk TPPO (per 100.000 Penduduk Perempuan) adalah perbandingan antara jumlah kasus kekerasan terhadap perempuan dan kasus TPPO dengan jumlah total penduduk perempuan, dinyatakan dalam satuan per 100.000 penduduk perempuan. Ini mengukur tingkat kejadian kekerasan terhadap perempuan dan perdagangan perempuan dan anak, serta mempermudah perbandingan antar wilayah atau periode waktu yang berbeda.",,"Wilayah Administrasi: Provinsi, Kabupaten/Kota",persen,,,,"000384 - rasio kekerasan terhadap perempuan, termasuk TPPO (per 100.00 penduduk perempuan)",PEMBERDAYAAN PEREMPUAN,No
04.03.049,"Regulasi yang menjamin akses yang setara bagi perempuan dan laki-laki untuk mendapatkan pelayanan, informasi dan pendidikan terkait kesehatan seksual dan reproduksi",Parent,"Tersedianya regulasi yang menjamin akses yang setara bagi perempuan untuk mendapatkan pelayanan, informasi dan pendidikan terkait kesehatan seksual dan reproduksi.HukumHukum dan undang-undang adalah aturan resmi terkait tindakan yang ditentukan, atau secara resmi diakui mengikat dan ditegakkan oleh otoritas pengendali yang mengatur perilaku aktor (termasuk orang-orang, perusahaan, asosiasi, lembaga pemerintah). Mereka diadopsi atau diratifikasi oleh cabang legislative pemerintah dan dapat secara resmi diakui dalam Konstitusi atau ditafsirkan oleh pengadilan. Hukum yang mengatur kesehatan seksual dan reproduksi tidak selalu terkandung dalam satu undang-undang.Peraturan/regulasiRegulasi dianggap sebagai perintah, keputusan eksekutif, Menteri atau administrasi lainnya. Pada tingkat kota, regulasi disebut juga tata cara. Peraturan dan tata cara yang dikeluarkan oleh entitas pemerintah memiliki kekuatan hukum, meskipun dibatasi oleh tingkat otoritas penerbit. Pada metodologi indikator ini, hanya peraturan dengan aplikasi tingkat nasional yang dipertimbangkan.PembatasanBanyak undang-undang dan regulasi memuat batasan dalam lingkup penerapannya yang meliputi, meskipun tidak terbatas pada usia, jenis kelamin, status perkawinan, dan persyaratan untuk otorisasi pihak ketiga. Semua pembatasan tersebut merupakan hambatan untuk akses yang setara terhadap layanan, informasi dan pendidikan kesehatan seksual dan reproduksi.Sistem hukum jamakDidefinisikan sebagai sistem hukum dari berbagai sumber hukum saling berdampingan. Sistem seperti itu biasanya berkembang selama periode waktu tertentu sebagai konsekuensi dari warisan kolonial, agama dan faktor sosial budaya lainnya. Contoh sumber hukum yang mungkin berdampingan di bawah sistem hukum jamak meliputi: hukum umum Inggris, hukum perdata Prancis atau lainnya, hukum perundang-undangan, dan adat dan agama hukum. Konsistensi berbagai sumber hukum dapat menciptakan kontradiksi mendasar dalam sistem hukum, yang menghasilkan hambatan untuk akses penuh dan setara ke layanan, informasi dan pendidikan kesehatan seksual dan reproduksi.Indikator ini berupaya menyediakan pengukuran global pertama secara komprehensif tentang kerangka kerja hukum dan regulasi yang sejalan dengan Program Aksi pada Konferensi Internasional Kependudukan dan Pembangunan 1994 (International Conference on Population and Development/ICPD), Aksi pada Platform Beijing (1995), dan standar HAM internasional.Indikator ini merupakan persentase (%) skala 0 hingga100 (ketersediaan hukum dan regulasi nasional yang menjamin akses yang setara), yang menunjukkan status dan kemajuan suatu negara dalam ketersediaan hukum dan regulasi nasional tersebut. Sebagai catatan, indikator ini hanya mengukur ketersediaan hukum dan regulasi, namun tidak mengukur implementasinya. Indikator mengukur lingkungan hukum dan regulasi pada 4 (empat) area tematik yang didefinisikan sebagai parameter kunci dalam layanan kesehatan seksual dan reproduksi, yaitu diantaranya: 1.Layanan maternal; 2.Keluarga berencana dan kontrasepsi; 3.Pendidikan dan informasi seksualitas yang komprehensif; 4.HIV dan HPV (Human Papilloma Virus).Masing-masing area tematik diwakili oleh komponen individual yang merefleksikan (i) kritis dari perspektif substantif, ii) jangkauan spektrum layanan, informasi dan Pendidikan kesehatan seksual dan reproduksi, daniii) subjek kerangka hukum dan regulasi nasional.Secara total terdapat 13 komponen sebagai berikut: AREA I. LAYANAN MATERNAL Komponen 1. Layanan persalinan Komponen 2. Komoditas penyelamatan jiwa Komponen 3. Aborsi Komponen 4. Layanan Pasca Aborsi AREA II. KELUARGA BERENCANA DAN KONTRASEPSI Komponen 5. Kontrasepsi Komponen 6. Inform consent untuk layanan kontrapsesi Komponen 7. Kontrasepsi darurat AREA III. PENDIDIKAN DAN INFORMASI SEKSUALITAS YANG KOMPREHENSIF Komponen 8. Hukum/regulasi Komponen 9. Kurikulum AREA IV. HIV DAN HPV Komponen 10. Tes dan konseling HIV Komponen 11. Penanganan dan perawatan HIV Komponen 12. Kerahasiaan status kesehatan bagi orang yang hidup dengan HIV (ODHA) Komponen 13. Vaksin HPVUntuk masing-masing 13 komponen, dikumpulkan informasi tentang ketersediaan (i) pemungkin hukum tertentu (hukum dan peraturan positif) dan (ii) penghambat hukum. Untuk setiap komponen, faktor pemungkin dan penghambat spesifik didefinisikan sebagai pendukung dan hambatan untuk komponen tersebut. Bahkan pada hukum positif, hambatan hukum dapat merusak akses yang setara ke layanan, informasi dan pendidikan kesehatan seksual dan reproduksi sehingga metodologi ini dirancang untuk menangkap hal tersebut.","Indikator ini mengukur faktor pemungkin dan penghambat hukum spesifik untuk 13 komponen di empat area. Perhitungan indikator membutuhkan data dari semua 13 komponen.13 komponen diberi skala yang sama, dengan 0% merupakan nilai terendah dan 100% nilai paling optimal. Setiap komponen dihitung secara independen dan diberi bobot yang sama.Rumus: Keterangan:Ci:Data untuk komponen i.Ei: Total jumlah faktor pemungkin pada komponen iei : Jumlahfaktorpemungkin pada komponen iBi : Total jumlah faktor penghambat pada komponen ibi: Jumlahfaktorpenghambat pada komponen ii:Komponen individualNilai akhir untuk indikator merupakan rata-rata dari nilai 13 komponen. Demikian pula halnya dengan nilai untuk setiap area dihitung sebagai rata-rata dari data komponen individualnya","Wilayah Administrasi: Nasional, Provinsi, Kabupaten/Kota",persen,,,"5.6.2* - Regulasi yang menjamin akses yang setara bagi perempuan dan laki-laki untuk mendapatkan pelayanan, informasi dan pendidikan terkait kesehatan seksual dan reproduksi.","000162 - Regulasi yang menjamin akses yang setara bagi perempuan dan laki-laki untuk mendapatkan pelayanan, informasi dan pendidikan terkait kesehatan seksual dan reproduksi.",PEMBERDAYAAN PEREMPUAN,No
04.03.050,Rasio Kewirausahaan Perempuan,Parent,"Rasio kewirausahaan merupakan perbandingan jumlah perempuan yang berusaha dibantu buruh tetap dengan total angkatan kerja pada tahun yang sama. Berusaha dibantu buruh tetap atau buruh dibayar adalah berusaha atas resiko sendiri dan mempekerjakan paling sedikit satu orang buruh atau pekerja tetap yang dibayar. Perempuan yang termasuk angkatan kerja adalah perempuan usia kerja (15 tahun dan lebih) yang bekerja, atau punya pekerjaan namun sementara tidak bekerja dan pengangguran.",(Jumlah Perempuan Angkatan Kerja Berusaha Dibantu Buruh Tetap/Total Angkatan Kerja Perempuan) x 100 (persen),"Wilayah Administrasi: Nasional, Provinsi",persen,,04.19.03.01.02 - Rasio Kewirausahaan Perempuan,,,PEMBERDAYAAN PEREMPUAN,No
05.01.001,Indeks Akses terhadap Keadilan (Access to Justice Index),Parent,"Konsep dan Definisi:Akses terhadap keadilan adalah jalan bagi masyarakat untuk mempertahankan dan memulihkan hak serta menyelesaikan permasalahan hukum baik melalui mekanisme formal maupun informal, termasuk di dalamnya kemampuan masyarakat, sesuai dengan standar hak asasi manusia. Akses terhadap keadilan dilihat dari dua permasalahan, yaitu kapabilitas individu dan pemenuhan standar hak asasi manusia dalam mekanisme penyelesaian permasalahan hukum. Kedua permasalahan ini digunakan sebagai acuan penilaian agar mendapatkan gambaran mengenai capaian akses terhadap keadilan di Indonesia. Pertanyaan utama dalam pengukuran indeks akses terhadap keadilan yaitu sebagai berikut: Bagaimana gambaran kondisi akses terhadap keadilan di Indonesia?Pertanyaan ini lalu diturunkan dalam pertanyaan - pertanyaan sebagai berikut:Permasalahan hukum apa yang sering dialami oleh masyarakat di Indonesia?Bagaimana mekanisme formal dan informal yang ditempuh masyarakat saat menyelesaikan permasalahan hukum yang sesuai dengan standar Hak Asasi Manusia?Bagaimana kemampuan masyarakat Indonesia dalam menempuh mekanisme formal dan informal dalam upaya menyelesaikan permasalahan hukum (termasuk mempertahankan hak dan memulihkan hak) yang sesuai dengan standar Hak Asasi Manusia?Bagaimana hasil dari proses penyelesaian permasalahan hukum masyarakat tersebut (termasuk mempertahankan hak dan memulihkan hak) yang sesuai dengan standar Hak Asasi Manusia?Indeks ini akan menjadi indeks akses terhadap keadilan pertama di Asia yang menggunakan kerangka dan alat ukur untuk menyediakan informasi terkait akses terhadap keadilan di Indonesia.","Metode Perhitungan:Berdasarkan definisi yang telah dinyatakan sebelumnya, terdapat tujuh aspek yang dirumuskan berdasarkan kebutuhan pengukuran indeks akses terhadap keadilan. Tujuh aspek ini diharapkan dapat memberikan potret terkini atas kondisi akses terhadap keadilan di masyarakat, baik dari perspektif HAM dan kemampuan masyarakat. Untuk memahami tujuh aspek akses terhadap keadilan yang telah dipilih, maka perlu dilihat kembali tiga aspek utama yang ada dalam definisi, yang mana satu aspek dapat dijelaskan melalui beberapa aspek ataupun sebaliknya, satu aspek dapat menjelaskan beberapa aspek.Aspek Prevalensi Permasalahan Hukum;Aspek Kerangka Hukum;Aspek Mekanisme Penyelesaian Permasalahan Hukum;Aspek Bantuan Hukum;Aspek Kualitas Proses Penyelesaian Permasalahan Hukum;Aspek Hasil dari Permasalahan Hukum;Aspek Kemampuan Masyarakat.Teknik penghitungan indeks dilakukan berdasarkan teknik pengambilan data, yang bersumber dari data survei masyarakat, data wawancara pakar, dan data dokumen administratif dalam lingkup nasional.Penentuan skor indeks pada:? Data surveimasyarakatdilakukan melalui tahapan:Penentuan skor setiap pertanyaan dari 252 pertanyaan survei, selanjutnya penentuan skor total setiap aspek dan dilanjutkan skor indeks dari setiap aspek. Skor indeks setiap aspek kemudian dikalikan ke bobot per aspek yang telah ditentukan untuk memperoleh skor gabungan.? Data wawancara pakai, dihitung melalui langkah:Merekapitulasi skor yang diberikan oleh seluruh pakar saat pengambilan data, selanjutnya menghitung rata-rata skor yan gdibeirkan oleh masing-masing pakar, kemudian menjumlahkan seluruh rata-rata skor tersebut untuk mendapatkan skor dalam aspek, tahap akhir yaitu membagi skor total dengan jumlah pakar pada aspek tersebut.? Data dokumen administratif, dihitung melalui langkah:Mengubah jawaban analisis data administrative di setiap pertanyaan ke dalam bentuk skor, kemudian menghitung rata-rata skor di tiap indikator yang dianalisis oleh data administratif dengan membagi jumlah skor dengan jumlah Lembaga yang dianalisis data administratifnya. Selanjutnya menjumlahkan rata-rata skor untuk mendapatkan skor gabungan dari seluruh Lembaga di aspek tersebut, menggeser skor gabungan untuk menghindari skor negative dari skor indeks, dan kemudian membagi dengan jumlah nilai maksimum dan minimum dalam setiap pertanyaan dalam skala positif.Berdasarkan seluruh metode tersebut didapatkan skor indeks per aspek pada setiap teknik pengumpulan data, maka dikalikan dengan bobot dari setiap aspek yang telah ditentukan atas setiap metode pengumpulan data dan dijumlahkan, sehingga menghasilkan angka indeks akses terhadap keadilan.Rumus: -","Wilayah Administrasi: Provinsi, Kabupaten/Kota",-,,,16.3.3.(a) - Indeks Akses terhadap Keadilan (Access to Justice Index).,000308 - Indeks Akses terhadap Keadilan (Access to Justice Index),HUKUM,No
05.01.002,Indeks Budaya Hukum,Parent,"Indeks Budaya Hukum adalah salah satu pilar dalam Indeks Pembangunan Hukum (IPH) yang bertujuan untuk mengukur tingkat pemahaman, kesadaran, hingga kepatutan hukum masyarakat; serta mengukur tingkat kepatutan hukum lembaga hukum.","Indeks Budaya Hukum = ? (Skor Variabel × Bobot Variabel)?
Skor Variabel adalah nilai yang diperoleh dari penilaian indikator-indikator dalam variabel tersebut
Bobot Variabel adalah tingkat kepentingan atau kontribusi variabel tersebut terhadap keseluruhan indeks",,nilai,,07.02.01.02 - Indeks Budaya Hukum,,,HUKUM,No
05.01.003,Indeks Efektivitas Kinerja Rezim Anti Pencucian Uang,Parent,Indeks efektivitas kinerja rezim Anti Pencucian Uang (IE) adalah alat ukur yang dirancang untuk mengevaluasi sejauh mana suatu negara berhasil dalam melaksanakan upaya pencegahan dan pemberantasan TPPU. Indeks ini bertujuan untuk memberikan gambaran komprehensif terkait efektivitas institusi dan mekanisme yang ada dalam upaya pencegahan dan pemberantasan TPPU,"Rumus Perhitungan: 
????????????= ?????_??×??_?? ?
dimana:
Xi = Dimensi Indeks Efektivitas
Wi = pembobot untuk masing-masing dimensi

Untuk Xi akan dihitung dengan:
??_??= ?????_????×??_???? ?
Dimana:
wij? adalah bobot indikator ke-j dalam dimensi ke-i. 
Iij adalah skor dari indikator ke-j dalam dimensi i.",Wilayah Administrasi: Nasionall,nilai,,07.05.01.03 - Indeks Efektivitas Kinerja Rezim Anti Pencucian Uang,,,HUKUM,No
05.01.004,Indeks Kelembagaan Hukum,Parent,Indeks Kelembagaan hukum adalah pelembagaan fungsi hukum untuk meningkatkan sinergi antar LPH melalui dukungan aparaturnya yang berintegritas. Pilar Kelembagaan Hukum dijabarkan kedalam variabel dan indicator Dimana penjabaran masing-masing variabel tersebut menggambarkan elemen terpenting dalam pengembangan kelembagaan hukum agar terciptanya supremasi hukum dalam negara hukum (rule of law),? Variabel 1-3 / 3,Wilayah Administrasi: Nasional,nilai,,07.03.01.01 - Indeks Kelembagaan Hukum,,,HUKUM,No
05.01.005,Indeks Kualitas Peraturan Perundang-undangan,Parent,"Adalah indeks yang mengukur kualitas proses pembuatan Peraturan Perundang-undangan yang meliputi tahapan perencanaan, penyusunan, pembahasan, pengesahan atau penetapan, dan pengundangan",? Nilai indikator dalam Indeks Kualitas Peraturan Perundang-undangan,,nilai,,07.02.01.01.01 - Indeks Kualitas Peraturan Perundang-undangan,,,HUKUM,No
05.01.006,Indeks Materi Hukum,Parent,"Indeks Materi Hukum merupakan indeks yang mengukur pilar materi hukum dalam Indeks Pembangunan Hukum, sebagai representasi capaian pembentukan peraturan perundang-undangan yang taat asas (formil dan materiil) serta pemenuhan kebutuhan hukum berdasarkan perkembangan di masyarakat. Indeks Materi Hukum terdiri dari dua variabel yaitu Prosedur Pembentukan Peraturan Perundang-Undangan yang Taat Asas dan Kesesuaian Materi Muatan Peraturan Perundang-Undangan.","Indeks Materi Hukum dihitung secara komposit dengan menggabungkan tiga metode perhitungan data (data administratif K/L, survei masyarakat, dan wawancara pakar) yang mengukur dua variabel. Perhitungan menggunakan persentase digunakan mulai dari tingkat terkecil yaitu indikator hingga variabel secara akumulatif. Masing-masing variabel menyumbang bobot yang sama kepada indeks.",,nilai,24 - Indeks Materi Hukum,07.02.01.01 - Indeks Materi Hukum,,,HUKUM,No
05.01.007,Indeks Pembangunan Hukum,Parent,"Indeks Pembangunan Hukum (IPH) adalah indeks yang mengukur pilar pembangunan hukum sebagai representasi capaian pembangunan hukum di Indonesia. Adapun lima pilar dalam IPH terdiri dari budaya hukum (legal culture), materi hukum (legal substance), kelembagaan hukum (legal structure), penegakan hukum (law enforcement), serta informasi dan komunikasi hukum (information and communication of law).","Indeks Pembangunan Hukum dihitung secara komposit dengan menggabungkan tiga metode perhitungan data (data administratif K/L, survei masyarakat, dan wawancara pakar) yang mengukur lima pilar. Perhitungan menggunakan persentase digunakan mulai dari tingkat terkecil yaitu indikator, variabel, hingga pilar secara akumulatif. Masing-masing pilar menyumbang bobot yang sama kepada indeks.",Wilayah Administrasi: Nasional,nilai,28 - Indeks Pembangunan Hukum,07.01.01 - Indeks Pembangunan Hukum,,,HUKUM,No
05.01.008,Indeks Penegakan Hukum,Parent,Indeks Penegakan Hukum dalam IPH adalah indeks yang mengukur penerapan peraturan perundang-undangan dan pelaksanaan putusan hakim,? Variabel 1-8 / 8,Wilayah Administrasi: Nasional,nilai,,07.03.01.02 - Indeks Penegakan Hukum,,,HUKUM,No
05.01.009,Indeks Perlindungan Saksi dan Korban,Parent,Indeks Perlindungan Saksi dan Korban (IPSK) adalah nilai capaian penyelenggaraan pelayanan perlindungan saksi dan korban tindak pidana berdasarkan sepuluh dimensi penilaian.,"Hasil survei terhadap 10 (sepuluh) dimensi:
1. Keterlibatan LPSK dari awal hingga akhir proses peradilan;
2. Keterlibatan masyarakat dalam perlindungan saksi dan korban;
3. Edukasi hak-hak saksi dan korban sebagai upaya perlindungan;
4. Sinergi dengan Kementerian/Lembaga dan Pemerintah Daerah (K/L/D);
5. Kepercayaan telah terlindunginya saksi dan korban;
6. Penilaian saksi dan korban terhadap pelayanan perlindungan;
7. Aksesibilitas informasi layanan perlindungan;
8. Hubungan antara saksi dan korban dengan pelaku selama proses peradilan;
9. Keberadaan tempat perlindungan; dan
10.Jaminan pasca-perlindungan.",Wilayah Administrasi: Nasional,-,,07.02.02.01.01 - Indeks Perlindungan Saksi dan Korban,,,HUKUM,No
05.01.010,Indeks Reformasi Hukum,Parent,"Reformasi Hukum adalah perubahan secara drastis untuk perbaikan di bidang hukum dalam upaya penataan regulasi yang berkualitas bersih dan akuntabel pada Kementerian/Lembaga dan Pemerintah Daerah. Indeks Reformasi Hukum (IRH) adalah instrumen untuk mengukur reformasi hukum dengan melakukan identifikasi dan pemetaan regulasi, reregulasi dan deregulasi aturan, dan penguatan sistem regulasi nasional.",,"Wilayah Administrasi: Provinsi, Kabupaten/Kota",-,,,,000043 - Indeks Reformasi Hukum,HUKUM,No
05.01.011,Jumlah paten granted dari perguruan tinggi,Parent,"Kekayaan intelektual adalah konsep hukum yang mencakup hak atas karya kreatif atau inovasi yang diciptakan oleh individu atau kelompok. Hak ini memberikan perlindungan hukum untuk mencegah pihak lain menggunakan, memproduksi, atau mendistribusikan karya tersebut tanpa izin. Kekayaan intelektual meliputi beberapa kategori utama yaitu Hak Cipta, Desain Industri, Merek Dagang, Rahasia Dagang, Indikais Geografis DTLST, dan termasuk Paten serta Paten Sederhana. Paten dan Paten sederhana yang dihasilkan oleh perguruan tinggi perlu dilihat sebagai kinerja dari produktivitas hasil ilmu pengetahuan yang dalam perguruan tinggi. Jumlah paten granted perguruan tinggi adalah jumlah keseluruhan (kumulatif) paten (termasuk paten sederhana) yang dihasilkan oleh perguruan tinggi pada tahun tertentu.",Dihitung jumlah kekayaan intelektual perguruan tinggi dengan jenis paten dan paten sederhana secara kumulatif pada tahun tertentu,"Wilayah Administrasi: Nasional, Provinsi",paten,,04.08.04.01.03 - Jumlah paten granted dari perguruan tinggi,,,HUKUM,No
05.01.012,Jumlah Produk/Jasa Bidang Pariwisata dan Ekonomi Kreatif yang Didaftarkan Kekayaan Intelektualnya,Parent,"Kekayaan Intelektual (KI) adalah hak yang diberikan kepada seseorang atau kelompok atas hasil olah pikirnya, seperti karya, cipta, dan karsa. KI juga dikenal dengan istilah Hak Kekayaan Intelektual (HKI) atau Intellectual Property Rights (IPR).",,Wilayah Administrasi: Provinsi,produk,,,,000814 - Jumlah Produk/Jasa Bidang Pariwisata dan Ekonomi Kreatif yang Didaftarkan Kekayaan Intelektualnya,HUKUM,No
05.01.013,Persentase Capaian Implementasi Stranas TPPU,Parent,Persentase capaian pemenuhan implementasi rencana aksi yang dilakukan oleh seluruh Anggota Komite TPPU dalam upaya pencegahan dan pemberantasan TPPU,((Total rencana aksi tercapai dari masing-masing K/L di bidang pencegahan)/(Total rencana aksi keseluruhan di bidang pencegahan))x100% + ((Total rencana aksi tercapai dari masing-masing K/L di bidang pemberantasan)/(Total rencana aksi keseluruhan di bidang pemberantasan))x100% /2,Wilayah Administrasi: Nasional,persen,,07.05.04.01.01 - Persentase Capaian Implementasi Stranas TPPU,,,HUKUM,No
05.01.014,"Persentase Kecukupan, Kesesuaian, dan Pengembangan SDM Kejaksaan",Parent,"Jumlah Jaksa yang ideal berdasarkan beban kerja, wilayah dan letak geografis serta pengelolaan SDM yang baik di seluruh satuan kerja Kejaksaan RI","Rata-rata(Tingkat Kecukupan Personil, Tingkat Pengembangan Kapasitas SDM Kejaksaan dan Tingkat Pengelolaan SDM)",Wilayah Administrasi: Nasional,persen,,"07.04.01.02 - Persentase Kecukupan, Kesesuaian, dan Pengembangan SDM Kejaksaan",,,HUKUM,No
